Order ID,Product,Quantity,Price,Order Date,Address,City,State,Postal Code,Payment
100028,Sony Headphones,1,137364.23,06-01-2023,123 Main St,Lucknow,GJ,208641,Debit Card
100029,iPad Air,6,116090.65,06-01-2023,123 Main St,Jaipur,BR,522325,PhonePe
100030,PlayStation 5,8,20855.3,07-01-2023,123 Main St,Jaipur,RJ,390024,PayPal
100031,Macbook Pro,3,91815.14,07-01-2023,123 Main St,Chennai,UP,972422,Cash
100032,Washing Machine,1,36262.32,07-01-2023,123 Main St,Chennai,PB,224007,Apple Pay
100033,Nintendo Switch,7,34276.38,07-01-2023,123 Main St,Ahmedabad,BR,604659,PayPal
100034,Nintendo Switch,8,144759.28,07-01-2023,123 Main St,Jaipur,RJ,279977,PhonePe
100035,USB-C Cable,4,43567.97,08-01-2023,123 Main St,Pune,GJ,519352,UPI
100036,Sony Headphones,4,63828.05,08-01-2023,123 Main St,Chennai,KA,581298,Apple Pay
100037,Sony Headphones,7,79195.62,08-01-2023,123 Main St,Jaipur,DL,622102,PhonePe
100038,PlayStation 5,1,39947.52,08-01-2023,123 Main St,Mumbai,MP,397325,Cash
100039,iPhone 14,2,122242.49,08-01-2023,123 Main St,Lucknow,MH,920269,Cryptocurrency
100040,PlayStation 5,5,93031.63,09-01-2023,123 Main St,Bengaluru,WB,933567,Net Banking
100041,iPhone 14,8,73255.37,09-01-2023,123 Main St,Hyderabad,UP,202475,Bank Transfer
100042,Sony Headphones,3,7475.96,09-01-2023,123 Main St,Delhi,MP,319873,Google Pay
100043,Macbook Pro,6,63007.88,09-01-2023,123 Main St,Bengaluru,MH,807667,PhonePe
100044,PlayStation 5,5,50316.25,09-01-2023,123 Main St,Surat,TN,736344,Google Pay
100045,Nintendo Switch,5,127997.96,10-01-2023,123 Main St,Pune,UP,876781,UPI
100046,Samsung Galaxy S23,5,14635.55,10-01-2023,123 Main St,Surat,PB,193392,Debit Card
100047,AirPods,7,126291.73,10-01-2023,123 Main St,Surat,DL,364746,Net Banking
100048,Macbook Pro,1,107977.3,10-01-2023,123 Main St,Kolkata,TN,851761,Cash
100049,Kindle Paperwhite,1,130589.08,11-01-2023,123 Main St,Lucknow,TN,463115,Debit Card
100050,iPhone 14,7,61198.3,11-01-2023,123 Main St,Mumbai,KA,361222,Bank Transfer
100051,AirPods,7,77905.64,11-01-2023,123 Main St,Hyderabad,DL,851461,PayPal
100052,Macbook Pro,7,136482.19,11-01-2023,123 Main St,Lucknow,BR,413311,Credit Card
100053,Macbook Pro,7,130706.16,11-01-2023,123 Main St,Ahmedabad,MP,252200,Debit Card
100054,iPad Air,9,5058.94,12-01-2023,123 Main St,Ahmedabad,DL,911228,Credit Card
100055,Samsung Galaxy S23,6,87795.66,12-01-2023,123 Main St,Kanpur,GJ,624769,Net Banking
100056,Bluetooth Speaker,2,128234.21,12-01-2023,123 Main St,Hyderabad,MP,939666,Cash
100057,Sony Headphones,1,86029.28,12-01-2023,123 Main St,Delhi,RJ,571593,UPI
100058,PlayStation 5,2,50485.37,12-01-2023,123 Main St,Kanpur,TN,502445,Debit Card
100059,Macbook Pro,1,124468.46,13-01-2023,123 Main St,Bengaluru,DL,343456,PayPal
100060,Apple Watch,7,72711.86,13-01-2023,123 Main St,Chennai,RJ,168441,PhonePe
100061,iPad Air,5,66458.45,13-01-2023,123 Main St,Surat,TN,591278,PhonePe
100062,iPad Air,6,70674.76,13-01-2023,123 Main St,Jaipur,TG,965175,UPI
100063,Kindle Paperwhite,4,86989.57,13-01-2023,123 Main St,Kanpur,TN,162234,PayPal
100064,Macbook Pro,9,27090.37,14-01-2023,123 Main St,Surat,RJ,782204,UPI
100065,Washing Machine,2,47100.53,14-01-2023,123 Main St,Bengaluru,WB,787204,Cash
100066,Samsung Galaxy S23,2,113500.23,14-01-2023,123 Main St,Jaipur,MH,249643,Cryptocurrency
100067,Apple Watch,2,85200.86,14-01-2023,123 Main St,Pune,WB,201119,Google Pay
100068,Kindle Paperwhite,2,69180.04,14-01-2023,123 Main St,Surat,MP,215500,UPI
100069,Dell XPS 15,1,125087.04,15-01-2023,123 Main St,Delhi,MH,911262,Cash
100070,Macbook Pro,7,22362.54,15-01-2023,123 Main St,Bengaluru,TG,152055,Cryptocurrency
100071,Bluetooth Speaker,8,48036.67,15-01-2023,123 Main St,Chennai,PB,567599,Google Pay
100072,PlayStation 5,8,116981.9,15-01-2023,123 Main St,Chennai,MH,795687,PayPal
100073,Bluetooth Speaker,4,32041.41,16-01-2023,123 Main St,Ahmedabad,PB,792354,Cash
100074,Apple Watch,2,58583.95,16-01-2023,123 Main St,Pune,DL,896589,UPI
100075,Flatscreen TV,8,69981.18,16-01-2023,123 Main St,Chennai,PB,465410,Google Pay
100076,USB-C Cable,8,76979.26,16-01-2023,123 Main St,Kanpur,MH,755744,Cryptocurrency
100077,Washing Machine,1,66801.94,16-01-2023,123 Main St,Kolkata,BR,981618,Cash
100078,Bluetooth Speaker,3,121663.91,17-01-2023,123 Main St,Surat,RJ,693086,Google Pay
100079,iPad Air,4,49780.36,17-01-2023,123 Main St,Surat,PB,660176,PhonePe
100080,AirPods,6,98065.8,17-01-2023,123 Main St,Ahmedabad,WB,205675,Bank Transfer
100081,AirPods,9,88920.3,17-01-2023,123 Main St,Delhi,PB,149226,PhonePe
100082,iPad Air,3,32253.57,17-01-2023,123 Main St,Bengaluru,UP,391259,Debit Card
100083,Flatscreen TV,8,21742.3,18-01-2023,123 Main St,Lucknow,UP,165381,Debit Card
100084,USB-C Cable,8,92655.99,18-01-2023,123 Main St,Lucknow,KA,290160,Credit Card
100085,iPad Air,8,118977.32,18-01-2023,123 Main St,Hyderabad,MH,678982,Debit Card
100086,Flatscreen TV,9,97780.38,18-01-2023,123 Main St,Kolkata,RJ,572732,Bank Transfer
100087,iPhone 14,9,23702.26,18-01-2023,123 Main St,Ahmedabad,DL,801153,PhonePe
100088,Macbook Pro,6,57138.47,19-01-2023,123 Main St,Surat,WB,994136,Net Banking
100089,Washing Machine,7,120519.56,19-01-2023,123 Main St,Lucknow,TN,825887,PhonePe
100090,AirPods,1,20841.26,19-01-2023,123 Main St,Chennai,TG,264188,PhonePe
100091,Dell XPS 15,1,112169.72,19-01-2023,123 Main St,Lucknow,UP,550690,Net Banking
100092,Macbook Pro,9,67260.66,19-01-2023,123 Main St,Ahmedabad,UP,565502,PayPal
100093,AirPods,4,135755.43,20-01-2023,123 Main St,Jaipur,GJ,770965,Bank Transfer
100094,Washing Machine,9,26770.5,20-01-2023,123 Main St,Bengaluru,TG,895412,Net Banking
100095,USB-C Cable,3,135540.97,20-01-2023,123 Main St,Hyderabad,UP,272645,Bank Transfer
100096,AirPods,6,105423.83,20-01-2023,123 Main St,Hyderabad,RJ,889268,PayPal
100097,Bluetooth Speaker,1,68301.76,21-01-2023,123 Main St,Chennai,TN,552326,Cash
100098,Washing Machine,3,30221.48,21-01-2023,123 Main St,Ahmedabad,GJ,148301,Net Banking
100099,PlayStation 5,7,2419.84,21-01-2023,123 Main St,Chennai,UP,215345,Google Pay
100100,Nintendo Switch,8,149258.84,21-01-2023,123 Main St,Kanpur,PB,705689,Credit Card
100101,Flatscreen TV,8,18080.48,21-01-2023,123 Main St,Bengaluru,TN,148171,Debit Card
100102,Sony Headphones,3,109117.49,22-01-2023,123 Main St,Bengaluru,GJ,601353,Cash
100103,USB-C Cable,4,27260.43,22-01-2023,123 Main St,Chennai,MH,808539,Cash
100104,PlayStation 5,8,44450.38,22-01-2023,123 Main St,Hyderabad,PB,871132,Apple Pay
100105,Bluetooth Speaker,3,8078.24,22-01-2023,123 Main St,Pune,TN,217534,PhonePe
100106,Washing Machine,6,45371.01,22-01-2023,123 Main St,Jaipur,BR,737268,PhonePe
100107,Flatscreen TV,2,141206.98,23-01-2023,123 Main St,Jaipur,MP,191985,Google Pay
100108,Flatscreen TV,1,122444.51,23-01-2023,123 Main St,Mumbai,BR,410268,Cryptocurrency
100109,AirPods,7,147663.88,23-01-2023,123 Main St,Ahmedabad,GJ,936546,Credit Card
100110,AirPods,6,38866.39,23-01-2023,123 Main St,Jaipur,GJ,421510,Apple Pay
100111,Samsung Galaxy S23,6,91865.64,23-01-2023,123 Main St,Lucknow,KA,278879,Credit Card
100112,PlayStation 5,5,9454.37,24-01-2023,123 Main St,Surat,BR,374371,Debit Card
100113,Dell XPS 15,4,73120.86,24-01-2023,123 Main St,Lucknow,TN,743661,PhonePe
100114,Flatscreen TV,2,45265.7,24-01-2023,123 Main St,Lucknow,TN,417999,Bank Transfer
100115,Nintendo Switch,1,21840.54,24-01-2023,123 Main St,Lucknow,DL,921723,Credit Card
100116,Dell XPS 15,2,109352.17,24-01-2023,123 Main St,Lucknow,MH,656398,Cash
100117,iPad Air,7,111519.51,25-01-2023,123 Main St,Pune,GJ,506629,Cryptocurrency
100118,iPad Air,8,113688.75,25-01-2023,123 Main St,Chennai,UP,125900,Apple Pay
100119,Samsung Galaxy S23,5,18179.02,25-01-2023,123 Main St,Surat,TN,160607,Apple Pay
100120,iPad Air,5,3401.47,25-01-2023,123 Main St,Jaipur,MH,348882,UPI
100121,AirPods,7,88644.06,26-01-2023,123 Main St,Delhi,TN,191747,Cash
100122,Dell XPS 15,6,98547.78,26-01-2023,123 Main St,Chennai,WB,479254,Cash
100123,Kindle Paperwhite,3,7352.79,26-01-2023,123 Main St,Kanpur,MH,544901,UPI
100124,Kindle Paperwhite,4,133372.86,26-01-2023,123 Main St,Bengaluru,PB,584332,PhonePe
100125,iPhone 14,4,98504.03,26-01-2023,123 Main St,Surat,WB,296357,PayPal
100126,Samsung Galaxy S23,3,126681.26,27-01-2023,123 Main St,Pune,GJ,433968,Cryptocurrency
100127,PlayStation 5,1,55042.9,27-01-2023,123 Main St,Pune,WB,700635,PayPal
100128,Dell XPS 15,7,124654.88,27-01-2023,123 Main St,Pune,DL,820897,Credit Card
100129,AirPods,6,125508.37,27-01-2023,123 Main St,Lucknow,PB,194366,Apple Pay
100130,USB-C Cable,1,73373.4,27-01-2023,123 Main St,Hyderabad,DL,300754,Credit Card
100131,AirPods,1,82112.72,28-01-2023,123 Main St,Hyderabad,DL,292209,Cash
100132,Samsung Galaxy S23,6,109605.83,28-01-2023,123 Main St,Hyderabad,GJ,383856,PayPal
100133,Dell XPS 15,3,125993.78,28-01-2023,123 Main St,Kanpur,TG,243565,UPI
100134,USB-C Cable,7,39842.92,28-01-2023,123 Main St,Kanpur,RJ,263161,Cash
100135,Samsung Galaxy S23,7,129119.4,28-01-2023,123 Main St,Bengaluru,WB,440709,Apple Pay
100136,iPhone 14,6,48182.33,29-01-2023,123 Main St,Kanpur,GJ,835408,Credit Card
100137,USB-C Cable,4,125313.49,29-01-2023,123 Main St,Ahmedabad,WB,531179,Credit Card
100138,Macbook Pro,9,109089.34,29-01-2023,123 Main St,Pune,MP,958614,PhonePe
100139,Washing Machine,3,51938.49,29-01-2023,123 Main St,Mumbai,MH,980428,Net Banking
100140,AirPods,8,149377.26,29-01-2023,123 Main St,Bengaluru,KA,984985,PayPal
100141,Nintendo Switch,8,101197.34,30-01-2023,123 Main St,Pune,DL,854296,PhonePe
100142,PlayStation 5,5,115567.67,30-01-2023,123 Main St,Surat,WB,817324,PayPal
100143,PlayStation 5,5,11883.66,30-01-2023,123 Main St,Kanpur,BR,883966,Cryptocurrency
100144,iPad Air,3,17768.33,30-01-2023,123 Main St,Delhi,DL,730819,UPI
100145,Bluetooth Speaker,4,134809.44,31-01-2023,123 Main St,Bengaluru,KA,254185,PayPal
100146,Kindle Paperwhite,9,102210.6,31-01-2023,123 Main St,Kanpur,PB,289449,Cash
100147,Washing Machine,2,37034.58,31-01-2023,123 Main St,Hyderabad,UP,689800,Cryptocurrency
100148,Kindle Paperwhite,4,16165.94,31-01-2023,123 Main St,Chennai,WB,471541,Net Banking
100149,iPhone 14,2,102949.4,31-01-2023,123 Main St,Mumbai,TG,454400,UPI
100150,iPhone 14,6,101867.86,01-02-2023,123 Main St,Jaipur,BR,575573,Apple Pay
100151,Nintendo Switch,9,143905.69,01-02-2023,123 Main St,Delhi,MH,315415,Cash
100152,Samsung Galaxy S23,8,41598.22,01-02-2023,123 Main St,Chennai,KA,925039,Google Pay
100153,Bluetooth Speaker,3,104466.16,01-02-2023,123 Main St,Bengaluru,RJ,598520,Cryptocurrency
100154,Kindle Paperwhite,8,77397.3,01-02-2023,123 Main St,Bengaluru,WB,367237,Apple Pay
100155,iPhone 14,7,78034.89,02-02-2023,123 Main St,Kolkata,RJ,638280,Cash
100156,iPhone 14,3,49210.49,02-02-2023,123 Main St,Hyderabad,RJ,577192,Bank Transfer
100157,Flatscreen TV,2,117022.96,02-02-2023,123 Main St,Surat,GJ,911754,Cryptocurrency
100158,AirPods,6,125887.26,02-02-2023,123 Main St,Mumbai,TN,171876,Cryptocurrency
100159,Washing Machine,5,89054.96,02-02-2023,123 Main St,Pune,TN,476629,Apple Pay
100160,Flatscreen TV,9,66986.8,03-02-2023,123 Main St,Kolkata,MP,460669,Debit Card
100161,iPad Air,8,27379.94,03-02-2023,123 Main St,Bengaluru,UP,596755,Cash
100162,Macbook Pro,1,41326.32,03-02-2023,123 Main St,Surat,WB,921987,PayPal
100163,Washing Machine,8,119128.43,03-02-2023,123 Main St,Kolkata,KA,217538,UPI
100164,Macbook Pro,8,102177.15,03-02-2023,123 Main St,Chennai,MP,695990,Debit Card
100165,AirPods,9,132342.66,04-02-2023,123 Main St,Kanpur,PB,215646,PhonePe
100166,USB-C Cable,7,95226.28,04-02-2023,123 Main St,Bengaluru,MP,142576,PhonePe
100167,PlayStation 5,2,46232.8,04-02-2023,123 Main St,Chennai,RJ,499538,Cash
100168,Dell XPS 15,1,114033.86,04-02-2023,123 Main St,Pune,RJ,894442,Cryptocurrency
100169,PlayStation 5,4,56936.14,05-02-2023,123 Main St,Bengaluru,RJ,159758,Cryptocurrency
100170,Macbook Pro,2,55225.46,05-02-2023,123 Main St,Chennai,TN,866411,Bank Transfer
100171,Washing Machine,5,88163.77,05-02-2023,123 Main St,Kolkata,UP,315998,UPI
100172,iPad Air,3,42482.18,05-02-2023,123 Main St,Surat,RJ,602904,Google Pay
100173,Washing Machine,7,116166.82,05-02-2023,123 Main St,Delhi,UP,143498,PayPal
100174,Apple Watch,2,54361.39,06-02-2023,123 Main St,Hyderabad,TN,973466,Apple Pay
100175,Macbook Pro,2,8813.39,06-02-2023,123 Main St,Surat,KA,469234,Apple Pay
100176,Flatscreen TV,2,63924.1,06-02-2023,123 Main St,Hyderabad,RJ,562998,PhonePe
100177,Nintendo Switch,2,61201.7,06-02-2023,123 Main St,Pune,UP,407654,Cash
100178,PlayStation 5,8,129108.72,06-02-2023,123 Main St,Pune,TN,883553,Google Pay
100179,iPhone 14,6,118669.77,07-02-2023,123 Main St,Hyderabad,UP,859234,PayPal
100180,iPhone 14,6,121398.45,07-02-2023,123 Main St,Hyderabad,UP,868710,Google Pay
100181,Macbook Pro,6,4635.26,07-02-2023,123 Main St,Pune,BR,480911,Debit Card
100182,iPhone 14,2,140762.64,07-02-2023,123 Main St,Ahmedabad,TG,423804,Debit Card
100183,Washing Machine,9,103206.39,07-02-2023,123 Main St,Kolkata,MH,556639,PhonePe
100184,Flatscreen TV,3,147153.25,08-02-2023,123 Main St,Chennai,WB,487641,Apple Pay
100185,Bluetooth Speaker,8,107950.67,08-02-2023,123 Main St,Hyderabad,GJ,183070,Bank Transfer
100186,Samsung Galaxy S23,6,70780.62,08-02-2023,123 Main St,Kanpur,UP,388475,Bank Transfer
100187,Dell XPS 15,8,127632.44,08-02-2023,123 Main St,Bengaluru,TN,356796,Google Pay
100188,iPhone 14,6,63145.29,08-02-2023,123 Main St,Jaipur,PB,640625,Cash
100189,Washing Machine,7,115238.61,09-02-2023,123 Main St,Kanpur,UP,600476,Google Pay
100190,Samsung Galaxy S23,1,88993.64,09-02-2023,123 Main St,Surat,TN,244851,Cryptocurrency
100191,PlayStation 5,9,122309.01,09-02-2023,123 Main St,Hyderabad,WB,266611,Debit Card
100192,Sony Headphones,7,119280.96,09-02-2023,123 Main St,Mumbai,WB,996069,Cryptocurrency
100193,AirPods,1,68372.67,10-02-2023,123 Main St,Bengaluru,BR,867111,Cash
100194,iPhone 14,3,39568.54,10-02-2023,123 Main St,Delhi,BR,151262,Credit Card
100195,Bluetooth Speaker,7,53594.47,10-02-2023,123 Main St,Kanpur,BR,746954,Debit Card
100196,PlayStation 5,1,118587.8,10-02-2023,123 Main St,Mumbai,GJ,539307,Bank Transfer
100197,Dell XPS 15,9,89674.09,10-02-2023,123 Main St,Ahmedabad,RJ,715436,Credit Card
100198,Bluetooth Speaker,7,53935.26,11-02-2023,123 Main St,Pune,MP,436200,Cryptocurrency
100199,iPhone 14,4,5254.41,11-02-2023,123 Main St,Jaipur,MP,546716,PhonePe
100200,Apple Watch,4,97252.09,11-02-2023,123 Main St,Bengaluru,UP,751053,UPI
100201,PlayStation 5,9,78464.13,11-02-2023,123 Main St,Delhi,TN,838478,Google Pay
100202,Apple Watch,9,78464.13,11-02-2023,123 Main St,Delhi,TN,370361,UPI
100203,Kindle Paperwhite,6,78464.13,12-02-2023,123 Main St,Pune,GJ,156969,Cryptocurrency
100204,iPad Air,6,78464.13,12-02-2023,123 Main St,Delhi,TN,478723,Google Pay
100205,Apple Watch,8,78464.13,12-02-2023,123 Main St,Kolkata,MH,163316,Google Pay
100206,Nintendo Switch,8,78464.13,12-02-2023,123 Main St,Lucknow,GJ,739541,Net Banking
100207,Bluetooth Speaker,3,78464.13,12-02-2023,123 Main St,Hyderabad,TN,591095,Cash
100208,Kindle Paperwhite,3,78464.13,13-02-2023,123 Main St,Delhi,TG,275989,Net Banking
100209,iPhone 14,5,78464.13,13-02-2023,123 Main St,Pune,DL,308901,Google Pay
100210,AirPods,3,78464.13,13-02-2023,123 Main St,Bengaluru,PB,728916,Cryptocurrency
100211,Samsung Galaxy S23,6,78464.13,13-02-2023,123 Main St,Chennai,WB,352521,Debit Card
100212,Flatscreen TV,1,78464.13,13-02-2023,123 Main St,Surat,GJ,871907,Debit Card
100213,Sony Headphones,8,78464.13,14-02-2023,123 Main St,Lucknow,MH,610676,Cash
100214,Sony Headphones,1,78464.13,14-02-2023,123 Main St,Hyderabad,WB,341226,Google Pay
100215,Kindle Paperwhite,2,78464.13,14-02-2023,123 Main St,Pune,UP,522812,Apple Pay
100216,AirPods,6,78464.13,14-02-2023,123 Main St,Surat,RJ,255997,Net Banking
100217,Apple Watch,4,78464.13,15-02-2023,123 Main St,Lucknow,PB,425255,Cryptocurrency
100218,Washing Machine,2,78464.13,15-02-2023,123 Main St,Kolkata,UP,562831,Cash
100219,PlayStation 5,7,78464.13,15-02-2023,123 Main St,Delhi,BR,977942,Cryptocurrency
100220,Washing Machine,7,78464.13,15-02-2023,123 Main St,Mumbai,MH,529341,UPI
100221,Sony Headphones,3,78464.13,15-02-2023,123 Main St,Jaipur,UP,272649,Credit Card
100222,Apple Watch,1,74232.19,16-02-2023,123 Main St,Pune,WB,378544,Bank Transfer
100223,Nintendo Switch,9,119586.57,16-02-2023,123 Main St,Lucknow,RJ,347767,PayPal
100224,Dell XPS 15,7,40064.37,16-02-2023,123 Main St,Hyderabad,WB,809043,Credit Card
100225,Flatscreen TV,5,54547.64,16-02-2023,123 Main St,Kolkata,TG,903256,Debit Card
100226,Kindle Paperwhite,6,3239.17,16-02-2023,123 Main St,Ahmedabad,DL,180794,Cash
100227,Dell XPS 15,5,97419.54,17-02-2023,123 Main St,Surat,MP,885946,Apple Pay
100228,Apple Watch,1,58141.5,17-02-2023,123 Main St,Chennai,DL,170287,Bank Transfer
100229,Bluetooth Speaker,6,108217.65,17-02-2023,123 Main St,Chennai,WB,441299,Debit Card
100230,Dell XPS 15,9,74509.8,17-02-2023,123 Main St,Surat,MH,782273,Cryptocurrency
100231,Kindle Paperwhite,9,104291.64,17-02-2023,123 Main St,Kolkata,PB,576628,Google Pay
100232,Bluetooth Speaker,4,69752.06,18-02-2023,123 Main St,Pune,DL,491043,Credit Card
100233,PlayStation 5,4,32927.09,18-02-2023,123 Main St,Ahmedabad,DL,764236,Apple Pay
100234,Flatscreen TV,3,135371.69,18-02-2023,123 Main St,Delhi,BR,185283,UPI
100235,PlayStation 5,2,110929.94,18-02-2023,123 Main St,Jaipur,GJ,876549,PayPal
100236,Kindle Paperwhite,8,38321.28,18-02-2023,123 Main St,Hyderabad,TG,730837,Apple Pay
100237,Flatscreen TV,1,135975.66,19-02-2023,123 Main St,Delhi,KA,280466,Cash
100238,Kindle Paperwhite,7,125319.73,19-02-2023,123 Main St,Hyderabad,RJ,838329,Google Pay
100239,Sony Headphones,8,1824.18,19-02-2023,123 Main St,Mumbai,KA,834477,Debit Card
100240,Kindle Paperwhite,5,113260.94,19-02-2023,123 Main St,Surat,RJ,712578,PhonePe
100241,Kindle Paperwhite,2,55886.15,20-02-2023,123 Main St,Kanpur,PB,601028,Google Pay
100242,PlayStation 5,7,130920.63,20-02-2023,123 Main St,Jaipur,DL,733098,Debit Card
100243,Samsung Galaxy S23,6,102709.04,20-02-2023,123 Main St,Lucknow,TG,623603,Debit Card
100244,Dell XPS 15,9,39862.67,20-02-2023,123 Main St,Ahmedabad,MP,722293,Net Banking
100245,iPad Air,5,138502.34,20-02-2023,123 Main St,Delhi,TG,253230,Cryptocurrency
100246,Washing Machine,3,54486.86,21-02-2023,123 Main St,Pune,MH,766807,PayPal
100247,Nintendo Switch,7,42050.49,21-02-2023,123 Main St,Jaipur,GJ,851372,Debit Card
100248,Nintendo Switch,5,131212.92,21-02-2023,123 Main St,Hyderabad,BR,926824,Credit Card
100249,Bluetooth Speaker,8,59466.38,21-02-2023,123 Main St,Lucknow,GJ,311795,PayPal
100250,Macbook Pro,6,40880.53,21-02-2023,123 Main St,Pune,MH,573677,PayPal
100251,Washing Machine,5,104956.38,22-02-2023,123 Main St,Ahmedabad,RJ,291223,Debit Card
100252,AirPods,2,67861.87,22-02-2023,123 Main St,Pune,TN,502366,Net Banking
100253,Washing Machine,9,32400.34,22-02-2023,123 Main St,Kanpur,WB,123772,PayPal
100254,Macbook Pro,7,148812.02,22-02-2023,123 Main St,Jaipur,GJ,739161,Bank Transfer
100255,Kindle Paperwhite,7,101415.39,22-02-2023,123 Main St,Surat,KA,294761,Cash
100256,iPad Air,6,118937.15,23-02-2023,123 Main St,Delhi,PB,643624,PayPal
100257,Kindle Paperwhite,8,20953.82,23-02-2023,123 Main St,Delhi,TN,517710,Google Pay
100258,Washing Machine,4,48820.21,23-02-2023,123 Main St,Jaipur,WB,560890,Credit Card
100259,Samsung Galaxy S23,4,45822.53,23-02-2023,123 Main St,Jaipur,TG,409605,Google Pay
100260,iPad Air,5,127284.27,23-02-2023,123 Main St,Kanpur,RJ,775542,PayPal
100261,Macbook Pro,9,48976.54,24-02-2023,123 Main St,Chennai,WB,687038,Cryptocurrency
100262,Kindle Paperwhite,5,113630.71,24-02-2023,123 Main St,Delhi,TG,243102,Cash
100263,iPhone 14,4,85452.1,24-02-2023,123 Main St,Pune,DL,899773,PayPal
100264,Flatscreen TV,9,98258.58,24-02-2023,123 Main St,Bengaluru,MH,243893,Google Pay
100265,Bluetooth Speaker,1,14920.44,25-02-2023,123 Main St,Delhi,WB,163582,PayPal
100266,iPhone 14,4,85625.6,25-02-2023,123 Main St,Delhi,BR,544112,Apple Pay
100267,iPad Air,8,43010.19,25-02-2023,123 Main St,Hyderabad,WB,965302,UPI
100268,Flatscreen TV,7,39395.06,25-02-2023,123 Main St,Kanpur,BR,306211,UPI
100269,Macbook Pro,4,3537.86,25-02-2023,123 Main St,Bengaluru,WB,986597,Credit Card
100270,iPhone 14,1,118354.66,26-02-2023,123 Main St,Delhi,MH,851501,UPI
100271,Sony Headphones,4,111256.37,26-02-2023,123 Main St,Delhi,BR,984864,PhonePe
100272,Sony Headphones,5,122847.93,26-02-2023,123 Main St,Kanpur,TG,647588,Bank Transfer
100273,USB-C Cable,2,85617.34,26-02-2023,123 Main St,Hyderabad,BR,328741,Debit Card
100274,USB-C Cable,7,5786,26-02-2023,123 Main St,Bengaluru,MH,418393,Net Banking
100275,Apple Watch,5,50576.29,27-02-2023,123 Main St,Surat,BR,898182,Google Pay
100276,Dell XPS 15,9,92417.54,27-02-2023,123 Main St,Pune,WB,905701,Credit Card
100277,Sony Headphones,9,92827.02,27-02-2023,123 Main St,Bengaluru,GJ,538836,Net Banking
100278,Washing Machine,2,123330.95,27-02-2023,123 Main St,Bengaluru,MP,384166,Bank Transfer
100279,Nintendo Switch,5,58947.33,27-02-2023,123 Main St,Chennai,GJ,504674,Apple Pay
100280,iPad Air,2,120832.46,28-02-2023,123 Main St,Kanpur,MP,107517,Apple Pay
100281,Bluetooth Speaker,9,12462.13,28-02-2023,123 Main St,Delhi,TG,878822,Debit Card
100282,Bluetooth Speaker,6,126432.97,28-02-2023,123 Main St,Kanpur,PB,261855,Debit Card
100283,Sony Headphones,5,142008.63,28-02-2023,123 Main St,Chennai,MP,922271,PayPal
